"","film_id","year","length","budget","votes","genre","rating","Rating_above_7"
"461",12128,1990,105,11.4,151,"Drama",4.7,"No"
"462",18944,1998,91,16.6,619,"Comedy",7.8,"Yes"
"463",35210,1993,85,10.5,637,"Comedy",7.4,"Yes"
"464",44189,1982,105,15.2,6,"Action",8.3,"Yes"
"465",55165,1958,15,13.9,50,"Short",8.4,"Yes"
"466",21933,1991,88,13.5,216,"Comedy",2.8,"No"
"467",25652,1959,67,15.2,139,"Action",2.1,"No"
"468",24005,2003,126,9,8164,"Drama",4.2,"No"
"469",11381,1990,94,12.9,129,"Drama",3.6,"No"
"470",8579,1955,92,13.7,65,"Drama",4.3,"No"
"471",36980,1955,135,10.9,223,"Drama",3.6,"No"
"472",36113,1964,34,10.1,6,"Short",7.6,"Yes"
"473",20175,2000,110,8.8,3968,"Comedy",3.6,"No"
"474",51984,1963,108,16.4,454,"Comedy",7.7,"Yes"
"475",50249,1995,90,7.9,95,"Action",4.2,"No"
"476",2413,1995,48,9.8,5,"Documentary",8.3,"Yes"
"477",26069,1989,55,12.9,6,"Documentary",8.2,"Yes"
"478",4095,1995,85,15.6,618,"Drama",5.9,"No"
"479",23996,1987,102,14.6,3798,"Action",4.9,"No"
"480",3625,2002,105,11,3276,"Drama",4.5,"No"
"481",13704,1995,125,16,5,"Drama",2.6,"No"
"482",19523,1996,99,12.5,188,"Action",3.8,"No"
"483",5529,1997,96,4.1,47,"Action",4.3,"No"
"484",25724,1936,54,15.9,9,"Action",8.3,"Yes"
"485",5156,1942,70,9.8,38,"Drama",3.6,"No"
"486",8120,1991,NA,15.4,204,"Action",7.8,"Yes"
"487",38145,1921,13,8.4,54,"Animation",2.3,"No"
"488",12810,1993,92,13.2,73,"Action",5.1,"No"
"489",34531,2003,169,11.3,66,"Action",2.5,"No"
"490",35893,1946,8,12.1,11,"Documentary",8.4,"Yes"
"491",27764,1947,104,12.2,60,"Drama",4.6,"No"
"492",5780,1992,111,14.3,43,"Action",5.1,"No"
"493",49524,1951,125,14.7,9623,"Drama",4.3,"No"
"494",16118,1981,8,14.1,5,"Animation",7.9,"Yes"
"495",140,1996,103,11.9,5028,"Comedy",8.3,"Yes"
"496",44043,1967,90,13.2,27,"Drama",3.4,"No"
"497",8281,1942,68,9.5,14,"Comedy",7.5,"Yes"
"498",26644,2002,116,14.6,8952,"Drama",6.1,"No"
"499",13120,1996,115,13.4,18,"Comedy",7.2,"Yes"
"500",26393,2004,102,13.5,6853,"Comedy",3.9,"No"
"501",48306,1955,6,8.8,26,"Animation",7.9,"Yes"
"502",44991,1946,100,10.9,43,"Comedy",4,"No"
"503",20137,1980,16,9.4,7,"Drama",8.1,"Yes"
"504",29435,1975,85,5,101,"Action",2.6,"No"
"505",39639,1967,107,10.6,56,"Comedy",7.5,"Yes"
"506",31975,1962,123,17.9,7281,"Action",7.9,"Yes"
"507",4961,1989,157,14.4,283,"Drama",2.8,"No"
"508",27681,2000,104,7.8,5418,"Comedy",5.1,"No"
"509",15336,1972,76,12.3,46,"Comedy",8,"Yes"
"510",51105,1979,95,10.2,111,"Drama",2.8,"No"
"511",3252,2004,120,10.8,13,"Drama",3.6,"No"
"512",51788,2003,90,10.7,46,"Documentary",7.6,"Yes"
"513",58060,2002,93,12.8,24128,"Action",3.3,"No"
"514",36132,2000,90,15.5,61,"Drama",4.2,"No"
"515",33994,1981,90,13.6,30,"Comedy",7.5,"Yes"
"516",15163,1942,7,16,38,"Animation",8.2,"Yes"
"517",7305,1995,104,12,81,"Drama",2.9,"No"
"518",5316,1950,89,9.2,19,"Drama",3.4,"No"
"519",41012,1982,105,12.6,36,"Drama",5.7,"No"
"520",45346,1941,229,11.5,6,"Action",2.6,"No"
"521",39750,1971,120,9.1,9,"Action",5.2,"No"
"522",207,1998,107,9,13,"Drama",3.8,"No"
"523",41942,1997,43,9,11,"Short",7.9,"Yes"
"524",21857,1980,89,13,6,"Action",2.5,"No"
"525",36655,1961,110,14.5,34,"Drama",3.9,"No"
"526",23658,1995,120,14.2,142,"Drama",4.6,"No"
"527",16781,2000,79,10.9,424,"Documentary",7.6,"Yes"
"528",18928,1938,11,7.6,14,"Short",7.8,"Yes"
"529",52319,1931,71,12.2,18,"Comedy",8.5,"Yes"
"530",25602,1979,100,13.1,35,"Drama",4.3,"No"
"531",17377,1998,118,12.4,21484,"Comedy",4,"No"
"532",4186,1967,30,16.4,14,"Short",7.7,"Yes"
"533",17552,2003,96,9.1,14,"Action",4.9,"No"
"534",35886,1968,160,15.2,16,"Drama",3.8,"No"
"535",18264,1999,90,9.2,143,"Drama",4.1,"No"
"536",56521,2002,101,14.9,10252,"Drama",4.5,"No"
"537",17289,1990,114,13.4,6,"Comedy",5,"No"
"538",13504,1943,135,7.6,503,"Action",2.7,"No"
"539",57650,1994,90,10.3,64,"Drama",3.7,"No"
"540",49456,1974,NA,10.8,16,"Comedy",8,"Yes"
"541",41916,1976,120,10.7,24,"Drama",3.7,"No"
"542",54194,1997,89,6.3,488,"Action",3.2,"No"
"543",6116,1994,92,11.4,1133,"Action",7.9,"Yes"
"544",7733,1959,99,10.3,31,"Drama",3.9,"No"
"545",38122,1966,NA,11.8,340,"Action",4.9,"No"
"546",27402,1997,3,14.2,6,"Documentary",8.1,"Yes"
"547",27735,1979,90,13.2,12,"Action",4,"No"
"548",43411,1967,87,10.9,58,"Drama",5.2,"No"
"549",15848,1976,100,12.2,8,"Drama",3.5,"No"
"550",5477,1934,9,12.4,80,"Animation",8.8,"Yes"
"551",47636,1979,92,14.4,43,"Drama",3.6,"No"
"552",13200,1981,85,13.7,23,"Action",6,"No"
"553",36749,1997,108,12.7,132,"Action",7.3,"Yes"
"554",5612,1999,90,9.7,25,"Comedy",4.1,"No"
"555",43617,1960,88,18,12,"Action",8.7,"Yes"
"556",51985,1945,105,13.1,56,"Action",3.6,"No"
"557",19335,1942,11,19.9,8,"Short",7.8,"Yes"
"558",10947,1940,8,5,22,"Animation",3.3,"No"
"559",9787,1930,70,13.2,9,"Comedy",8.1,"Yes"
"560",21594,1959,67,11.7,18,"Action",4,"No"
"561",11387,1984,77,12.7,6,"Action",4.3,"No"
"562",30096,1984,78,5.3,10,"Action",4,"No"
"563",11905,2000,27,19.5,14,"Drama",7.6,"Yes"
"564",2766,1948,107,11.5,44,"Drama",3.5,"No"
"565",3282,1978,86,11.9,6,"Documentary",8,"Yes"
"566",37725,1935,8,7.4,68,"Animation",8.1,"Yes"
"567",7732,1997,83,12.2,732,"Comedy",7.3,"Yes"
"568",12405,2000,117,8.1,133,"Romance",4.2,"No"
"569",9107,2000,95,10.4,85,"Drama",2,"No"
"570",22638,1944,13,16.1,5,"Animation",7.9,"Yes"
"571",40639,1988,NA,9.2,53,"Comedy",3.8,"No"
"572",33985,1982,NA,10.6,5,"Drama",4.9,"No"
"573",14992,1977,95,15.2,10,"Comedy",8.6,"Yes"
"574",14736,1930,81,8.7,49,"Comedy",3.9,"No"
"575",34218,2004,122,12.5,60,"Drama",3.5,"No"
"576",38671,1898,1,17.3,57,"Documentary",7.7,"Yes"
"577",28626,1968,6,13.5,6,"Animation",8.6,"Yes"
"578",14908,1987,86,12.6,26,"Drama",3.3,"No"
"579",56699,2004,24,14,8,"Documentary",8.7,"Yes"
"580",604,1980,90,7.7,14,"Comedy",3.1,"No"
"581",35001,1987,110,9.3,8,"Animation",2.6,"No"
"582",52921,1993,89,7.7,104,"Comedy",3.5,"No"
"583",55899,1981,57,11.9,7,"Action",4.4,"No"
"584",49626,1970,89,16.2,29,"Drama",4.5,"No"
"585",42737,1974,96,9.4,6,"Drama",3.8,"No"
"586",57136,1990,124,15.7,9549,"Comedy",2.8,"No"
"587",35726,2001,92,10.9,47,"Comedy",3.9,"No"
"588",39862,2001,85,14.5,6,"Action",8,"Yes"
"589",46965,1999,101,15.7,994,"Comedy",7.8,"Yes"
"590",57521,1931,74,12.8,17,"Drama",3.8,"No"
"591",29570,1985,69,12.8,9,"Action",3.9,"No"
"592",33700,2001,97,15.5,128,"Action",7.7,"Yes"
"593",48782,1943,132,13.6,173,"Action",4.5,"No"
"594",33141,1955,NA,8.6,5,"Drama",4.5,"No"
"595",58048,1986,97,9.4,9,"Comedy",3.7,"No"
"596",34570,1970,89,4.5,7,"Comedy",4.3,"No"
"597",50449,1970,NA,12.8,66,"Drama",3.2,"No"
"598",18313,1963,98,12.4,14,"Action",4.4,"No"
"599",43137,1978,98,12.6,2491,"Comedy",7.2,"Yes"
"600",57728,2002,101,19.1,4065,"Action",7.8,"Yes"
"601",54175,1944,102,7.4,91,"Drama",3.2,"No"
"602",58557,1916,NA,12.6,50,"Action",4,"No"
"603",10904,1961,132,12.1,35,"Action",4.2,"No"
"604",46572,1972,170,12.5,35,"Comedy",4,"No"
"605",50060,1985,100,14,3633,"Comedy",4.2,"No"
"606",21991,1934,86,12,27,"Comedy",3.3,"No"
"607",35941,1964,87,15.3,9,"Drama",2,"No"
"608",37673,1998,105,13.3,190,"Comedy",7.8,"Yes"
"609",13281,1987,86,9.7,26,"Action",4.3,"No"
"610",36406,1932,76,18.2,7,"Action",7.6,"Yes"
"611",10459,2002,79,9.6,44,"Drama",3.4,"No"
"612",29688,2001,95,5.7,166,"Drama",3.5,"No"
"613",3959,1969,52,9.5,14,"Action",4.2,"No"
"614",39400,1995,16,11.4,48,"Short",7.8,"Yes"
"615",7583,2002,NA,6.6,11,"Documentary",3.2,"No"
"616",18050,1979,108,7.8,36,"Drama",2.6,"No"
"617",18189,1973,95,10.8,678,"Drama",5.5,"No"
"618",56386,1967,75,9.3,21,"Drama",4.2,"No"
"619",45057,1999,42,16.1,8,"Documentary",8.3,"Yes"
"620",44729,1939,82,12.3,22,"Drama",3.4,"No"
"621",18839,2002,90,14.8,5,"Action",3.2,"No"
"622",29689,1997,110,11.1,70,"Action",4.4,"No"
"623",40073,2001,18,10,12,"Documentary",7.9,"Yes"
"624",23518,2001,12,13.7,67,"Animation",2.6,"No"
"625",16563,1979,92,14.1,62,"Action",4.8,"No"
"626",53516,1991,104,11,45,"Drama",3.4,"No"
"627",41049,1996,124,6.3,1768,"Comedy",4.8,"No"
"628",6791,1971,90,16.7,17,"Comedy",4.4,"No"
"629",43660,1999,88,8.9,66,"Comedy",5.4,"No"
"630",40878,1999,100,10,10,"Action",2.6,"No"
"631",43363,2005,110,14.8,5483,"Drama",4.2,"No"
"632",18058,1967,70,17,15,"Action",2.5,"No"
"633",12534,1995,80,12.2,13,"Action",4.6,"No"
"634",53958,1978,105,9,132,"Action",4.6,"No"
"635",25973,1991,93,10.4,6,"Drama",3.4,"No"
"636",11944,1945,7,12.5,26,"Animation",7.5,"Yes"
"637",19198,1981,83,11.8,74,"Drama",6.6,"No"
"638",17285,1993,70,13.7,18,"Action",4,"No"
"639",13623,1946,60,12.1,10,"Drama",4.2,"No"
"640",8820,1966,97,11.8,381,"Comedy",8,"Yes"
"641",31553,2003,89,15.8,15,"Documentary",8.2,"Yes"
"642",9109,2003,120,7.7,25,"Drama",4.7,"No"
"643",50167,1982,NA,10.7,20,"Action",3.9,"No"
"644",11641,1989,104,10.6,7302,"Comedy",4.8,"No"
"645",42137,1942,4,14.6,12,"Short",8.3,"Yes"
"646",8828,1967,94,7.4,357,"Comedy",3.2,"No"
"647",17130,2001,110,10.8,7,"Drama",4.3,"No"
"648",7390,1959,95,10.5,51,"Comedy",7.4,"Yes"
"649",55096,1959,87,7.2,83,"Drama",4.4,"No"
"650",16175,2000,7,12,5,"Animation",3.9,"No"
"651",53973,1939,9,13,116,"Animation",8.2,"Yes"
"652",39845,1932,76,12.2,72,"Action",2.1,"No"
"653",14570,1956,93,10.6,6,"Drama",6,"No"
"654",58262,1951,79,16.9,19,"Comedy",3.5,"No"
"655",6937,2004,100,13.6,10,"Action",3.8,"No"
"656",13245,1992,97,12.4,96,"Action",3.3,"No"
"657",24640,1941,7,14.6,9,"Animation",8.1,"Yes"
"658",24512,2000,102,12.8,7,"Documentary",7.2,"Yes"
"659",43027,1985,78,9.1,12,"Romance",2,"No"
"660",45176,2000,99,14.6,452,"Comedy",7.5,"Yes"
"661",58644,1971,87,15.2,36,"Action",4,"No"
"662",3111,1988,NA,13.9,37,"Action",8.4,"Yes"
"663",10260,2003,87,15.2,42,"Drama",3.1,"No"
"664",36374,1938,7,12.3,15,"Animation",8.2,"Yes"
"665",7863,1988,117,3.7,11,"Comedy",5.1,"No"
"666",43616,1958,6,16.1,230,"Animation",7.4,"Yes"
"667",43323,1992,95,11.5,94,"Comedy",7.8,"Yes"
"668",39723,1977,130,11.5,1584,"Animation",2.6,"No"
"669",19922,1963,110,8.5,17,"Drama",5.5,"No"
"670",18292,1999,108,10.7,177,"Comedy",3.5,"No"
"671",25356,1960,128,11.7,3666,"Drama",3.1,"No"
"672",14734,1914,33,16.2,24,"Comedy",8,"Yes"
"673",4047,1986,102,9.8,13,"Action",4.7,"No"
"674",3514,1986,111,12.4,73,"Drama",4.1,"No"
"675",3623,1982,110,11,948,"Comedy",4.1,"No"
"676",8694,1950,81,13.6,38,"Action",3.1,"No"
"677",28580,1958,95,11.6,77,"Comedy",3,"No"
"678",34855,1980,105,4.3,22,"Action",3.2,"No"
"679",25919,1948,93,6.7,6,"Comedy",3.9,"No"
"680",54613,1990,100,22.3,256,"Comedy",7.7,"Yes"
"681",32942,2003,18,13.5,13,"Short",8.2,"Yes"
"682",29958,1996,5,9,6,"Animation",6.1,"No"
"683",23064,1994,101,10.2,34,"Drama",4.6,"No"
"684",26891,1964,60,8.3,17,"Action",3.9,"No"
"685",4299,2001,123,11.2,12382,"Comedy",3.6,"No"
"686",51719,1978,84,12.8,9,"Drama",5.2,"No"
"687",31971,1956,103,11.5,339,"Drama",4.7,"No"
"688",40529,1987,97,9.3,15,"Comedy",4.1,"No"
"689",2820,1973,77,9.4,6,"Drama",3.8,"No"
"690",54240,1938,65,13.8,13,"Action",3.7,"No"
"691",1947,1994,10,14.9,9,"Animation",8,"Yes"
"692",44682,1974,120,5.7,54,"Drama",5.1,"No"
"693",55311,1999,111,17.4,84,"Comedy",9.1,"Yes"
"694",2771,1958,98,9,57,"Drama",2.6,"No"
"695",41858,1938,109,12.6,15,"Comedy",4.2,"No"
"696",5745,1971,NA,8.2,12,"Action",4.2,"No"
"697",31541,1993,105,8.2,167,"Drama",5.2,"No"
"698",13586,2002,15,11.1,5,"Short",8.6,"Yes"
"699",53274,1959,7,10.9,17,"Animation",8.2,"Yes"
"700",5169,1944,65,13.2,6,"Action",3.8,"No"
"701",55781,1972,115,13.4,62,"Drama",2.9,"No"
"702",8317,2000,89,14.1,405,"Action",4.8,"No"
"703",42523,1997,105,16.9,1383,"Comedy",3.3,"No"
"704",9785,1927,70,11.6,13,"Drama",5.2,"No"
"705",50085,1999,7,18.8,39,"Animation",7.7,"Yes"
"706",40131,1967,6,10.2,7,"Animation",4.3,"No"
"707",1165,1996,45,8.9,6,"Documentary",7.5,"Yes"
"708",41097,1976,94,10.5,21,"Action",5.1,"No"
"709",537,2002,111,12.8,5503,"Comedy",7.7,"Yes"
"710",49610,2001,72,15.4,107,"Action",3.5,"No"
"711",38960,1985,120,12.1,7,"Drama",3.8,"No"
"712",17692,1966,110,15,45,"Action",4,"No"
"713",22576,1958,96,9.4,26,"Comedy",3.3,"No"
"714",19702,1978,109,8,24,"Comedy",3.5,"No"
"715",58019,1925,9,11.2,19,"Comedy",8,"Yes"
"716",31666,1965,65,16.2,12,"Action",8.4,"Yes"
"717",33312,1995,90,14.2,7,"Documentary",8.3,"Yes"
"718",54049,1941,128,11.7,19,"Drama",4.5,"No"
"719",10993,1941,74,10,31,"Drama",4.5,"No"
"720",36572,1985,90,20.5,26,"Action",8.1,"Yes"
"721",6619,1995,91,14.7,7,"Action",4.2,"No"
"722",22858,1932,87,14.4,9,"Action",3.8,"No"
"723",42730,1957,71,11.6,35,"Drama",3.7,"No"
"724",50194,1990,90,6.4,13,"Drama",3.6,"No"
"725",16475,1998,91,13.7,59,"Action",4,"No"
"726",15419,1939,88,12,7,"Comedy",7.6,"Yes"
"727",16176,1997,92,12.1,95,"Drama",4.2,"No"
"728",20070,1942,67,9.5,420,"Action",4.9,"No"
"729",45568,1961,91,14.3,8,"Drama",3.9,"No"
"730",29447,2002,105,12.3,202,"Comedy",7.5,"Yes"
"731",32905,2000,76,11.4,32,"Comedy",8.2,"Yes"
"732",54662,1984,93,16.5,6,"Drama",3.7,"No"
"733",51616,1940,96,10.5,36,"Drama",3.4,"No"
"734",50939,1996,90,10.7,89,"Animation",4.9,"No"
"735",48679,1937,56,15.3,20,"Action",8.2,"Yes"
"736",50862,1947,NA,12.4,144,"Action",4.4,"No"
"737",11856,1995,85,10.3,25,"Animation",3.7,"No"
"738",58611,1996,40,13.9,17,"Documentary",8.4,"Yes"
"739",4808,1993,104,4.3,67,"Action",3.7,"No"
"740",6668,1948,75,8.7,60,"Drama",3.4,"No"
"741",54307,1985,103,12.6,95,"Action",3.2,"No"
"742",25879,1973,74,4,11,"Action",4.3,"No"
"743",28942,1968,124,11,49,"Drama",3.9,"No"
"744",47691,2002,95,13.1,11,"Action",4.8,"No"
"745",6225,1958,82,13.6,2143,"Comedy",8.4,"Yes"
"746",33064,1938,69,9,58,"Drama",4.4,"No"
"747",12998,1987,60,10.7,12,"Action",3.7,"No"
"748",15053,1979,86,13.4,9,"Comedy",4.5,"No"
"749",31262,1982,NA,12,15,"Action",4.9,"No"
"750",7303,1938,78,14.5,7,"Comedy",7.9,"Yes"
"751",17601,1947,3,11.3,21,"Animation",4.6,"No"
"752",29419,1968,130,9.6,143,"Drama",4.7,"No"
"753",29472,1992,91,6,8,"Drama",6.1,"No"
"754",9278,1957,64,14.7,8,"Drama",3.8,"No"
"755",53034,1991,85,10.7,5,"Action",4.5,"No"
"756",49173,2005,18,16.4,8,"Comedy",7.9,"Yes"
"757",20011,1988,118,10.2,5,"Action",3.9,"No"
"758",19191,1945,NA,10.6,37,"Action",5.8,"No"
"759",51643,1953,107,15.9,34,"Drama",4,"No"
"760",14427,1977,97,11.8,242,"Drama",3.6,"No"
"761",36547,1995,103,9.4,6351,"Comedy",3.9,"No"
"762",15671,1961,182,10.1,1458,"Drama",4.3,"No"
"763",48304,1932,61,10.7,13,"Action",3.4,"No"
"764",26772,2001,90,11.7,9,"Comedy",3,"No"
"765",21885,2002,3,12.9,36,"Animation",8.3,"Yes"
"766",42849,2001,101,12.1,40,"Action",3.8,"No"
"767",494,1939,62,12.8,11,"Action",4.1,"No"
"768",36631,1992,65,14.6,7,"Drama",4.2,"No"
"769",26927,1992,95,13,1428,"Action",5.8,"No"
"770",10990,1986,95,14.8,10,"Action",3.9,"No"
"771",12013,2000,90,15,24,"Action",3.9,"No"
"772",57965,1996,13,7.9,12,"Short",7.4,"Yes"
"773",46688,1967,99,8.1,124,"Action",4.3,"No"
"774",38586,1975,85,16.7,15,"Drama",3.9,"No"
"775",54510,2003,25,17.5,6,"Documentary",8.2,"Yes"
"776",41591,1993,85,7.5,144,"Drama",5.3,"No"
"777",44679,1961,70,14.2,22,"Action",4.9,"No"
"778",33137,1986,81,12.6,10,"Action",2.2,"No"
"779",52064,1998,18,13.5,7,"Drama",7.9,"Yes"
"780",43479,1997,98,14.3,93,"Drama",5,"No"
"781",53581,1949,90,11.3,105,"Action",3,"No"
"782",42469,1986,97,9.4,2967,"Action",3.5,"No"
"783",52389,1994,86,11,33,"Drama",1.7,"No"
"784",20739,2003,110,14,31,"Drama",3.4,"No"
"785",22840,1933,71,12.7,64,"Drama",4,"No"
"786",46337,1958,85,13.1,235,"Comedy",8.4,"Yes"
"787",30522,1977,62,13.6,17,"Comedy",8.4,"Yes"
"788",35159,1952,77,12.8,23,"Action",4.7,"No"
"789",32608,1914,16,10.5,61,"Comedy",8.1,"Yes"
"790",49769,2002,10,11.7,28,"Short",7.4,"Yes"
"791",144,1993,112,10.7,20,"Comedy",4.6,"No"
"792",18157,2003,118,12.7,51,"Comedy",7.2,"Yes"
"793",27600,1983,157,10,5,"Action",3.4,"No"
"794",10007,1974,100,13,11,"Action",4.5,"No"
"795",53139,1997,100,8.2,393,"Comedy",2.8,"No"
"796",37303,2002,12,5.4,7,"Short",7.1,"Yes"
"797",1032,1998,15,10.2,8,"Short",7.9,"Yes"
"798",674,1952,95,15.8,33,"Action",3,"No"
"799",48057,1933,73,13.6,29,"Comedy",7.9,"Yes"
"800",12992,1992,93,10,8,"Action",3,"No"
"801",30662,2004,86,15,17,"Action",4.6,"No"
"802",42239,1992,80,13.4,20,"Action",4,"No"
"803",49611,1983,86,10.4,43,"Action",6.1,"No"
"804",39299,1938,59,12,27,"Comedy",8.2,"Yes"
"805",27853,1942,99,13.8,11,"Comedy",7.5,"Yes"
"806",16351,1955,99,13.4,50,"Comedy",7.8,"Yes"
"807",2789,1964,114,17,23,"Action",8,"Yes"
"808",718,1984,144,10.1,22,"Comedy",5.4,"No"
"809",1156,1976,72,18.1,7,"Action",8,"Yes"
"810",39453,1960,86,14.5,2435,"Drama",4.7,"No"
"811",11812,1999,105,11.7,85,"Action",5.1,"No"
"812",54292,1995,99,17.8,674,"Drama",2.5,"No"
"813",4224,1956,34,13.8,887,"Short",7.5,"Yes"
"814",47573,1997,120,15.1,3722,"Action",3.3,"No"
"815",24465,1933,7,11.1,11,"Animation",2.9,"No"
"816",55135,1972,90,12.1,33,"Action",4,"No"
"817",19284,1963,97,10.3,347,"Comedy",7.9,"Yes"
"818",21329,1961,91,13.1,120,"Drama",4.9,"No"
"819",12737,2000,86,13.2,26,"Drama",3.5,"No"
"820",30162,1941,115,10.4,1193,"Drama",5.6,"No"
"821",41949,1977,72,11.8,100,"Action",8.2,"Yes"
"822",57344,1996,90,11.2,526,"Comedy",8.4,"Yes"
"823",17704,1971,94,10.6,140,"Action",2.3,"No"
"824",49857,1999,142,10.1,8151,"Drama",2.6,"No"
"825",10660,1973,100,13.6,5,"Comedy",8.9,"Yes"
"826",57017,1998,10,15.4,5,"Short",7.7,"Yes"
"827",13081,1977,94,17.3,73,"Romance",4.1,"No"
"828",50153,1964,NA,16.6,38,"Drama",2.2,"No"
"829",4801,1974,93,13.1,9,"Action",5.4,"No"
"830",13913,2002,16,14.4,22,"Drama",8.1,"Yes"
"831",39407,2004,87,14.7,12,"Drama",4.2,"No"
"832",2228,1977,127,11.2,1045,"Drama",4.2,"No"
"833",29069,2000,95,9.4,236,"Action",4.2,"No"
"834",52079,1999,93,4.1,26,"Drama",3.1,"No"
"835",51441,1991,3,9,22,"Short",7.7,"Yes"
"836",23176,1932,77,14.9,8,"Comedy",8.2,"Yes"
"837",46074,1999,83,10.8,34,"Drama",5.6,"No"
"838",46625,1926,82,8,52,"Comedy",4,"No"
"839",22328,2003,102,11.4,13,"Drama",4.7,"No"
"840",30605,1977,94,12.7,23,"Comedy",3.9,"No"
"841",57436,1989,NA,10,706,"Comedy",7.7,"Yes"
"842",17633,1967,6,10.5,20,"Animation",8.2,"Yes"
"843",51074,2002,19,11.6,24,"Short",8.5,"Yes"
"844",33636,1938,87,16.4,5,"Comedy",8,"Yes"
"845",54915,1998,14,12.2,6,"Short",8.3,"Yes"
"846",57267,1965,93,13.6,213,"Action",3.8,"No"
"847",20908,1901,2,13.7,13,"Action",8,"Yes"
"848",32414,1994,127,15.9,37,"Drama",5.1,"No"
"849",20215,2001,83,6.5,6,"Drama",3.9,"No"
"850",50057,1966,85,12.4,8,"Action",3.5,"No"
"851",58130,2004,95,9.5,6041,"Drama",3.7,"No"
"852",46374,1944,55,16.3,7,"Action",7.8,"Yes"
"853",35406,1935,65,14.7,5,"Action",4.6,"No"
"854",15288,1997,78,4,41,"Action",3.8,"No"
"855",35025,1976,94,15.9,3746,"Comedy",8.4,"Yes"
"856",6559,1987,101,11.8,54,"Drama",4.3,"No"
"857",1064,1989,119,5.9,15,"Action",4.9,"No"
"858",53245,1929,113,16.8,6,"Drama",4.8,"No"
"859",18005,1979,102,12.9,232,"Comedy",7.4,"Yes"
"860",14861,1965,82,6.2,444,"Action",3.6,"No"
"861",29464,2000,85,7,6,"Animation",3.9,"No"
"862",57727,1984,NA,9.7,11,"Action",4.4,"No"
"863",39471,1981,131,14.5,64,"Drama",3.2,"No"
"864",18486,1996,NA,9.7,108,"Drama",6.1,"No"
"865",8211,1973,103,14,576,"Action",4,"No"
"866",14068,2001,135,12.3,102,"Action",3,"No"
"867",54712,1999,92,10.3,114,"Comedy",3.2,"No"
"868",32133,2000,22,9.7,6,"Short",8.2,"Yes"
"869",15470,1987,90,10.2,239,"Action",7.5,"Yes"
"870",6766,1984,112,14.1,72,"Comedy",8.5,"Yes"
"871",27731,1950,67,9.3,5,"Action",6,"No"
"872",11536,2004,NA,12.4,17,"Comedy",7.8,"Yes"
"873",19510,1933,72,10.7,14,"Drama",2.5,"No"
"874",50633,1917,70,14.8,9,"Drama",5.6,"No"
"875",48021,1995,112,7,26,"Drama",4.8,"No"
"876",14507,1990,101,8.3,383,"Comedy",4,"No"
"877",57937,2004,44,15.6,6,"Documentary",8.3,"Yes"
"878",728,2005,82,16.3,13,"Documentary",7.2,"Yes"
"879",2458,2000,90,14.6,40,"Drama",4.3,"No"
"880",38735,1929,74,7.7,5,"Action",4.1,"No"
"881",941,1997,57,16.9,16,"Documentary",7.3,"Yes"
"882",52743,1984,90,12.1,17,"Drama",4.3,"No"
"883",22828,1978,107,12.2,21,"Drama",5.5,"No"
"884",47505,1984,90,6.7,28,"Action",2.8,"No"
"885",9552,1960,169,14.7,24,"Romance",3,"No"
"886",2435,1949,84,12.8,22,"Comedy",3.5,"No"
"887",14836,1971,94,10.5,201,"Action",2.8,"No"
"888",50121,1931,76,10.1,118,"Drama",3.2,"No"
"889",9557,1973,NA,12.6,21,"Comedy",7.6,"Yes"
"890",3338,1908,15,12.3,14,"Short",7.9,"Yes"
"891",37022,1981,53,16.5,11,"Drama",7.5,"Yes"
"892",615,1977,104,11.1,15,"Drama",3.5,"No"
"893",9637,1993,110,14.5,18,"Action",3.8,"No"
"894",58632,1988,116,11.7,15,"Action",4.3,"No"
"895",58169,1949,94,12.1,18,"Comedy",7.6,"Yes"
"896",31673,1978,96,14.8,26,"Comedy",7.9,"Yes"
"897",57955,1981,98,14.9,17,"Action",4.5,"No"
"898",6079,1952,11,12.4,13,"Short",7.7,"Yes"
"899",43424,2004,85,14.7,32,"Action",4.8,"No"
"900",24393,1989,81,17,13,"Action",7.7,"Yes"
"901",42369,1992,75,11.4,10,"Drama",4.8,"No"
"902",6257,1947,62,6,6,"Action",4.9,"No"
"903",53613,2001,188,13.5,446,"Drama",5.6,"No"
"904",47076,1990,104,12.3,445,"Action",3.3,"No"
"905",34885,1995,136,14,7,"Drama",4.9,"No"
"906",48689,2001,126,16.9,16736,"Action",4.3,"No"
"907",36792,1974,80,16.4,23,"Action",7.6,"Yes"
"908",20220,1998,99,8.6,896,"Drama",4.8,"No"
"909",13075,1999,109,9.2,212,"Action",3.8,"No"
"910",39909,2002,88,12.5,8,"Documentary",8.2,"Yes"
"911",55829,2000,7,11.4,6,"Short",7.9,"Yes"
"912",5317,1914,15,11.7,62,"Comedy",7.8,"Yes"
"913",18421,1968,73,9.8,10,"Drama",4.6,"No"
"914",28030,1941,85,13.3,6,"Action",3.6,"No"
"915",10569,1989,88,10.6,204,"Action",3.3,"No"
"916",13625,2003,5,9.8,11,"Short",7.5,"Yes"
"917",10765,1997,126,15.9,939,"Drama",3.3,"No"
"918",51619,1949,95,17.8,383,"Romance",4.1,"No"
"919",2110,2001,18,12.9,13,"Short",7.6,"Yes"
"920",21790,2001,25,13.5,6,"Short",8,"Yes"
"921",40855,1965,81,8.8,8,"Action",3.8,"No"
"922",15000,1991,111,17.8,181,"Drama",3,"No"
